Unix Timestamp,Symbol,Close
1629518400000,LTCUSD,182.63
1629432000000,LTCUSD,182.41
1629345600000,LTCUSD,175.85
1629259200000,LTCUSD,165.31
1629172800000,LTCUSD,168.85
1629086400000,LTCUSD,181.6
1629000000000,LTCUSD,183.8
1628913600000,LTCUSD,182.91
1628827200000,LTCUSD,179.25
1628740800000,LTCUSD,168.41
1628654400000,LTCUSD,175.12
1628568000000,LTCUSD,165.8
1628481600000,LTCUSD,162.86
1628395200000,LTCUSD,147.41
1628308800000,LTCUSD,154.29
1628222400000,LTCUSD,153.5
1628136000000,LTCUSD,146.12
1628049600000,LTCUSD,140.79
1627963200000,LTCUSD,137.26
1627876800000,LTCUSD,138.99
1627790400000,LTCUSD,141.44
1627704000000,LTCUSD,149.68
1627617600000,LTCUSD,144.82
1627531200000,LTCUSD,142.84
1627444800000,LTCUSD,138.78
1627358400000,LTCUSD,135.51
1627272000000,LTCUSD,128.93
1627185600000,LTCUSD,137.17
1627099200000,LTCUSD,124.95
1627012800000,LTCUSD,126.35
1626926400000,LTCUSD,120.61
1626840000000,LTCUSD,116.63
1626753600000,LTCUSD,108.89
1626667200000,LTCUSD,106.56
1626580800000,LTCUSD,118.69
1626494400000,LTCUSD,123.06
1626408000000,LTCUSD,119.88
1626321600000,LTCUSD,126.77
1626235200000,LTCUSD,129.26
1626148800000,LTCUSD,124.82
1626062400000,LTCUSD,133.28
1625976000000,LTCUSD,135.37
1625889600000,LTCUSD,132.35
1625803200000,LTCUSD,133.76
1625716800000,LTCUSD,130.73
1625630400000,LTCUSD,135.3
1625544000000,LTCUSD,140.22
1625457600000,LTCUSD,138.55
1625371200000,LTCUSD,141.27
1625284800000,LTCUSD,138.63
1625198400000,LTCUSD,135.35
1625112000000,LTCUSD,132.43
1625025600000,LTCUSD,139.14
1624939200000,LTCUSD,142.23
1624852800000,LTCUSD,138.46
1624766400000,LTCUSD,130.68
1624680000000,LTCUSD,129.24
1624593600000,LTCUSD,126.65
1624507200000,LTCUSD,137.17
1624420800000,LTCUSD,126.84
1624334400000,LTCUSD,128.85
1624248000000,LTCUSD,131.42
1624161600000,LTCUSD,149.54
1624075200000,LTCUSD,153.26
1623988800000,LTCUSD,154.56
1623902400000,LTCUSD,165.29
1623816000000,LTCUSD,171.17
1623729600000,LTCUSD,172.63
1623643200000,LTCUSD,178.68
1623556800000,LTCUSD,168.57
1623470400000,LTCUSD,157.54
1623384000000,LTCUSD,157.03
1623297600000,LTCUSD,171.32
1623211200000,LTCUSD,170.3
1623124800000,LTCUSD,154.73
1623038400000,LTCUSD,156.54
1622952000000,LTCUSD,181.05
1622865600000,LTCUSD,176.61
1622779200000,LTCUSD,182.21
1622692800000,LTCUSD,182.95
1622606400000,LTCUSD,186.35
1622520000000,LTCUSD,182.53
1622433600000,LTCUSD,183.31
1622347200000,LTCUSD,165.84
1622260800000,LTCUSD,166.49
1622174400000,LTCUSD,186.36
1622088000000,LTCUSD,194.24
1622001600000,LTCUSD,184.11
1621915200000,LTCUSD,191.73
1621828800000,LTCUSD,181.84
1621742400000,LTCUSD,151.53
1621656000000,LTCUSD,171.4
1621569600000,LTCUSD,178.88
1621483200000,LTCUSD,208.58
1621396800000,LTCUSD,194.35
1621310400000,LTCUSD,273.41
1621224000000,LTCUSD,302.29
1621137600000,LTCUSD,269.11
1621051200000,LTCUSD,311.19
1620964800000,LTCUSD,325.04
1620878400000,LTCUSD,311.91
1620792000000,LTCUSD,325.49
1620705600000,LTCUSD,392.32
1620619200000,LTCUSD,352.72
1620532800000,LTCUSD,409.76
1620446400000,LTCUSD,339.49
1620360000000,LTCUSD,353.15
1620273600000,LTCUSD,352.04
1620187200000,LTCUSD,342.91
1620100800000,LTCUSD,332.4
1620014400000,LTCUSD,277.01
1619928000000,LTCUSD,273.21
1619841600000,LTCUSD,268.25
1619755200000,LTCUSD,274.48
1619668800000,LTCUSD,260.2
1619582400000,LTCUSD,254.21
1619496000000,LTCUSD,255.99
1619409600000,LTCUSD,248.44
1619323200000,LTCUSD,238.39
1619236800000,LTCUSD,224.44
1619150400000,LTCUSD,234.33
1619064000000,LTCUSD,232.76
1618977600000,LTCUSD,257.77
1618891200000,LTCUSD,258.64
1618804800000,LTCUSD,247.8
1618718400000,LTCUSD,280.5
1618632000000,LTCUSD,273.18
1618545600000,LTCUSD,323.92
1618459200000,LTCUSD,295.14
1618372800000,LTCUSD,278.44
1618286400000,LTCUSD,279.78
1618200000000,LTCUSD,250.17
1618113600000,LTCUSD,253.87
1618027200000,LTCUSD,250.48
1617940800000,LTCUSD,226.62
1617854400000,LTCUSD,224.34
1617768000000,LTCUSD,221.42
1617681600000,LTCUSD,239.92
1617595200000,LTCUSD,218.43
1617508800000,LTCUSD,202.81
1617422400000,LTCUSD,199.46
1617336000000,LTCUSD,210.75
1617249600000,LTCUSD,206.18
1617163200000,LTCUSD,197.47
1617076800000,LTCUSD,193.62
1616990400000,LTCUSD,190.84
1616904000000,LTCUSD,190.62
1616817600000,LTCUSD,186.28
1616731200000,LTCUSD,181.8
1616644800000,LTCUSD,175.15
1616558400000,LTCUSD,175.83
1616472000000,LTCUSD,191.02
1616385600000,LTCUSD,188.27
1616299200000,LTCUSD,194.83
1616212800000,LTCUSD,199.27
1616126400000,LTCUSD,202.2
1616040000000,LTCUSD,201.09
1615953600000,LTCUSD,204.75
1615867200000,LTCUSD,197.29
1615780800000,LTCUSD,196.38
1615694400000,LTCUSD,219.66
1615608000000,LTCUSD,224.18
1615521600000,LTCUSD,217.13
1615435200000,LTCUSD,209.49
1615348800000,LTCUSD,199.59
1615262400000,LTCUSD,193.28
1615176000000,LTCUSD,199
1615089600000,LTCUSD,188.53
1615003200000,LTCUSD,184.55
1614916800000,LTCUSD,179.56
1614830400000,LTCUSD,173.12
1614744000000,LTCUSD,185.14
1614657600000,LTCUSD,185.1
1614571200000,LTCUSD,173.54
1614484800000,LTCUSD,165.43
1614398400000,LTCUSD,158.59
1614312000000,LTCUSD,176.05
1614225600000,LTCUSD,176.76
1614139200000,LTCUSD,181.64
1614052800000,LTCUSD,184.42
1613966400000,LTCUSD,195.58
1613880000000,LTCUSD,219.45
1613793600000,LTCUSD,227.43
1613707200000,LTCUSD,243.55
1613620800000,LTCUSD,224.91
1613534400000,LTCUSD,232.72
1613448000000,LTCUSD,208.92
1613361600000,LTCUSD,216.5
1613275200000,LTCUSD,199.37
1613188800000,LTCUSD,215.95
1613102400000,LTCUSD,206.89
1613016000000,LTCUSD,183.12
1612929600000,LTCUSD,182.53
1612843200000,LTCUSD,189.1
1612756800000,LTCUSD,172.44
1612670400000,LTCUSD,148.49
1612584000000,LTCUSD,152.22
1612497600000,LTCUSD,161.7
1612411200000,LTCUSD,148.08
1612324800000,LTCUSD,149.99
1612238400000,LTCUSD,153.44
1612152000000,LTCUSD,133.23
1612065600000,LTCUSD,130.57
1611979200000,LTCUSD,131.59
1611892800000,LTCUSD,130.15
1611806400000,LTCUSD,136.2
1611720000000,LTCUSD,127.36
1611633600000,LTCUSD,131.83
1611547200000,LTCUSD,134.89
1611460800000,LTCUSD,147.01
1611374400000,LTCUSD,140.72
1611288000000,LTCUSD,137.16
1611201600000,LTCUSD,134.98
1611115200000,LTCUSD,144.77
1611028800000,LTCUSD,148.74
1610942400000,LTCUSD,158.59
1610856000000,LTCUSD,139.7
1610769600000,LTCUSD,143.98
1610683200000,LTCUSD,143.67
1610596800000,LTCUSD,150
1610510400000,LTCUSD,145.02
1610424000000,LTCUSD,133.72
1610337600000,LTCUSD,140.8
1610251200000,LTCUSD,143.22
1610164800000,LTCUSD,179.08
1610078400000,LTCUSD,171.49
1609992000000,LTCUSD,158.38
1609905600000,LTCUSD,170.5
1609819200000,LTCUSD,157.04
1609732800000,LTCUSD,149.58
1609646400000,LTCUSD,164.71
1609560000000,LTCUSD,135.78
1609473600000,LTCUSD,125.4
1609387200000,LTCUSD,132.33
1609300800000,LTCUSD,127.01
1609214400000,LTCUSD,130.02
1609128000000,LTCUSD,126.08
1609041600000,LTCUSD,129.6
1608955200000,LTCUSD,133.64
1608868800000,LTCUSD,131.24
1608782400000,LTCUSD,108.79
1608696000000,LTCUSD,102.67
1608609600000,LTCUSD,113.84
1608523200000,LTCUSD,103.95
1608436800000,LTCUSD,115.59
1608350400000,LTCUSD,117.48
1608264000000,LTCUSD,108.24
1608177600000,LTCUSD,107.98
1608091200000,LTCUSD,91.37
1608004800000,LTCUSD,79.73
1607918400000,LTCUSD,83.68
1607832000000,LTCUSD,82.06
1607745600000,LTCUSD,75.83
1607659200000,LTCUSD,74.8
1607572800000,LTCUSD,72.03
1607486400000,LTCUSD,76.68
1607400000000,LTCUSD,76.63
1607313600000,LTCUSD,83.14
1607227200000,LTCUSD,83.33
1607140800000,LTCUSD,83.64
1607054400000,LTCUSD,80.66
1606968000000,LTCUSD,86.91
1606881600000,LTCUSD,88.1
1606795200000,LTCUSD,84.78
1606708800000,LTCUSD,88.3
1606622400000,LTCUSD,79.79
1606536000000,LTCUSD,74.56
1606449600000,LTCUSD,69.05
1606363200000,LTCUSD,70.94
1606276800000,LTCUSD,77.24
1606190400000,LTCUSD,86.12
1606104000000,LTCUSD,89.49
1606017600000,LTCUSD,83.93
1605931200000,LTCUSD,84.95
1605844800000,LTCUSD,82.05
1605758400000,LTCUSD,81.43
1605672000000,LTCUSD,74.15
1605585600000,LTCUSD,75.47
1605499200000,LTCUSD,73.48
1605412800000,LTCUSD,66.23
1605326400000,LTCUSD,62.67
1605240000000,LTCUSD,64.4
1605153600000,LTCUSD,62.14
1605067200000,LTCUSD,58.58
1604980800000,LTCUSD,59.69
1604894400000,LTCUSD,59.23
1604808000000,LTCUSD,60.93
1604721600000,LTCUSD,59.55
1604635200000,LTCUSD,63.42
1604548800000,LTCUSD,60.92
1604462400000,LTCUSD,55.66
1604376000000,LTCUSD,54.18
1604289600000,LTCUSD,52.16
1604203200000,LTCUSD,55.84
1604116800000,LTCUSD,55.18
1604030400000,LTCUSD,54.43
1603944000000,LTCUSD,54.36
1603857600000,LTCUSD,55.95
1603771200000,LTCUSD,59.65
1603684800000,LTCUSD,56.86
1603598400000,LTCUSD,58.6
1603512000000,LTCUSD,58.69
1603425600000,LTCUSD,55.51
1603339200000,LTCUSD,54.63
1603252800000,LTCUSD,54.9
1603166400000,LTCUSD,49.24
1603080000000,LTCUSD,48.37
1602993600000,LTCUSD,46.87
1602907200000,LTCUSD,47.11
1602820800000,LTCUSD,47.6
1602734400000,LTCUSD,49.77
1602648000000,LTCUSD,49.68
1602561600000,LTCUSD,49.96
1602475200000,LTCUSD,50.16
1602388800000,LTCUSD,50.14
1602302400000,LTCUSD,49.16
1602216000000,LTCUSD,49.9
1602129600000,LTCUSD,46.97
1602043200000,LTCUSD,46.37
1601956800000,LTCUSD,45.65
1601870400000,LTCUSD,46.62
1601784000000,LTCUSD,46.32
1601697600000,LTCUSD,45.48
1601611200000,LTCUSD,45.4
1601524800000,LTCUSD,46.49
1601438400000,LTCUSD,46.47
1601352000000,LTCUSD,45.5
1601265600000,LTCUSD,45.56
1601179200000,LTCUSD,46.78
1601092800000,LTCUSD,46.2
1601006400000,LTCUSD,46.11
1600920000000,LTCUSD,44.73
1600833600000,LTCUSD,43.54
1600747200000,LTCUSD,44.4
1600660800000,LTCUSD,43.48
1600574400000,LTCUSD,47.13
1600488000000,LTCUSD,48.07
1600401600000,LTCUSD,48.33
1600315200000,LTCUSD,48.67
1600228800000,LTCUSD,48.34
1600142400000,LTCUSD,47.94
1600056000000,LTCUSD,49.62
1599969600000,LTCUSD,48.16
1599883200000,LTCUSD,50.82
1599796800000,LTCUSD,48.98
1599710400000,LTCUSD,47.61
1599624000000,LTCUSD,49.17
1599537600000,LTCUSD,46.87
1599451200000,LTCUSD,48.61
1599364800000,LTCUSD,47.78
1599278400000,LTCUSD,47.29
1599192000000,LTCUSD,50.04
1599105600000,LTCUSD,48.31
1599019200000,LTCUSD,57.42
1598932800000,LTCUSD,62.45
1598846400000,LTCUSD,61.42
1598760000000,LTCUSD,62.36
1598673600000,LTCUSD,58.63
1598587200000,LTCUSD,57.49
1598500800000,LTCUSD,56.32
1598414400000,LTCUSD,57.88
1598328000000,LTCUSD,57.92
1598241600000,LTCUSD,61.06
1598155200000,LTCUSD,61.63
1598068800000,LTCUSD,58.83
1597982400000,LTCUSD,58.97
1597896000000,LTCUSD,63.8
1597809600000,LTCUSD,62.27
1597723200000,LTCUSD,62.63
1597636800000,LTCUSD,67.24
1597550400000,LTCUSD,63.6
1597464000000,LTCUSD,61.58
1597377600000,LTCUSD,57.73
1597291200000,LTCUSD,56.44
1597204800000,LTCUSD,54.51
1597118400000,LTCUSD,53.58
1597032000000,LTCUSD,58.32
1596945600000,LTCUSD,58.26
1596859200000,LTCUSD,58.21
1596772800000,LTCUSD,56.67
1596686400000,LTCUSD,59.65
1596600000000,LTCUSD,58.4
1596513600000,LTCUSD,57.49
1596427200000,LTCUSD,58.41
1596340800000,LTCUSD,57.2
1596254400000,LTCUSD,65.06
1596168000000,LTCUSD,59.44
1596081600000,LTCUSD,56.02
1595995200000,LTCUSD,54.81
1595908800000,LTCUSD,56.23
1595822400000,LTCUSD,53.61
1595736000000,LTCUSD,48.71
1595649600000,LTCUSD,48.75
1595563200000,LTCUSD,46.95
1595476800000,LTCUSD,44.79
1595390400000,LTCUSD,45.06
1595304000000,LTCUSD,43.92
1595217600000,LTCUSD,42.33
1595131200000,LTCUSD,42.68
1595044800000,LTCUSD,42.31
1594958400000,LTCUSD,41.9
1594872000000,LTCUSD,42.02
1594785600000,LTCUSD,43.27
1594699200000,LTCUSD,43.59
1594612800000,LTCUSD,43.49
1594526400000,LTCUSD,44.66
1594440000000,LTCUSD,45.13
1594353600000,LTCUSD,44.32
1594267200000,LTCUSD,44.14
1594180800000,LTCUSD,44.88
1594094400000,LTCUSD,44.75
1594008000000,LTCUSD,43.81
1593921600000,LTCUSD,41.79
1593835200000,LTCUSD,41.87
1593748800000,LTCUSD,41.63
1593662400000,LTCUSD,41.15
1593576000000,LTCUSD,41.69
1593489600000,LTCUSD,41.27
1593403200000,LTCUSD,41.72
1593316800000,LTCUSD,41.06
1593230400000,LTCUSD,40.76
1593144000000,LTCUSD,42.91
1593057600000,LTCUSD,42.38
1592971200000,LTCUSD,41.97
1592884800000,LTCUSD,44.31
1592798400000,LTCUSD,44.14
1592712000000,LTCUSD,43.51
1592625600000,LTCUSD,43.48
1592539200000,LTCUSD,43.09
1592452800000,LTCUSD,43
1592366400000,LTCUSD,43.93
1592280000000,LTCUSD,43.67
1592193600000,LTCUSD,44.08
1592107200000,LTCUSD,43.02
1592020800000,LTCUSD,44.68
1591934400000,LTCUSD,44.41
1591848000000,LTCUSD,43.69
1591761600000,LTCUSD,46.61
1591675200000,LTCUSD,45.92
1591588800000,LTCUSD,46
1591502400000,LTCUSD,46.71
1591416000000,LTCUSD,46.78
1591329600000,LTCUSD,46.57
1591243200000,LTCUSD,47.38
1591156800000,LTCUSD,48.04
1591070400000,LTCUSD,45.93
1590984000000,LTCUSD,48.62
1590897600000,LTCUSD,46.24
1590811200000,LTCUSD,46.41
1590724800000,LTCUSD,44.45
1590638400000,LTCUSD,44.9
1590552000000,LTCUSD,43.77
1590465600000,LTCUSD,42.48
1590379200000,LTCUSD,42.89
1590292800000,LTCUSD,42.66
1590206400000,LTCUSD,44.28
1590120000000,LTCUSD,44.47
1590033600000,LTCUSD,42.42
1589947200000,LTCUSD,44.15
1589860800000,LTCUSD,45.73
1589774400000,LTCUSD,44.18
1589688000000,LTCUSD,45.7
1589601600000,LTCUSD,43.57
1589515200000,LTCUSD,43.41
1589428800000,LTCUSD,43.19
1589342400000,LTCUSD,43.07
1589256000000,LTCUSD,42.45
1589169600000,LTCUSD,41.84
1589083200000,LTCUSD,41.9
1588996800000,LTCUSD,42.11
1588910400000,LTCUSD,48.61
1588824000000,LTCUSD,47.49
1588737600000,LTCUSD,45.85
1588651200000,LTCUSD,46.66
1588564800000,LTCUSD,46.91
1588478400000,LTCUSD,46.76
1588392000000,LTCUSD,49.85
1588305600000,LTCUSD,47.4
1588219200000,LTCUSD,46.82
1588132800000,LTCUSD,50.7
1588046400000,LTCUSD,46.02
1587960000000,LTCUSD,43.98
1587873600000,LTCUSD,44.89
1587787200000,LTCUSD,44.8
1587700800000,LTCUSD,44.81
1587614400000,LTCUSD,43.54
1587528000000,LTCUSD,41.5
1587441600000,LTCUSD,40.72
1587355200000,LTCUSD,40.38
1587268800000,LTCUSD,42.99
1587182400000,LTCUSD,44.09
1587096000000,LTCUSD,42.65
1587009600000,LTCUSD,42.39
1586923200000,LTCUSD,38.97
1586836800000,LTCUSD,41.58
1586750400000,LTCUSD,41.54
1586664000000,LTCUSD,40.09
1586577600000,LTCUSD,42.19
1586491200000,LTCUSD,42.79
1586404800000,LTCUSD,45.39
1586318400000,LTCUSD,45.9
1586232000000,LTCUSD,46.73
1586145600000,LTCUSD,45.71
1586059200000,LTCUSD,40.63
1585972800000,LTCUSD,40.68
1585886400000,LTCUSD,40.27
1585800000000,LTCUSD,40.37
1585713600000,LTCUSD,39.58
1585627200000,LTCUSD,38.81
1585540800000,LTCUSD,38.89
1585454400000,LTCUSD,37.62
1585368000000,LTCUSD,38.63
1585281600000,LTCUSD,37.19
1585195200000,LTCUSD,40.8
1585108800000,LTCUSD,39.71
1585022400000,LTCUSD,39.44
1584936000000,LTCUSD,38.95
1584849600000,LTCUSD,36.96
1584763200000,LTCUSD,39.37
1584676800000,LTCUSD,38.4
1584590400000,LTCUSD,38.61
1584504000000,LTCUSD,34.29
1584417600000,LTCUSD,34.75
1584331200000,LTCUSD,35.19
1584244800000,LTCUSD,35.69
1584158400000,LTCUSD,34.48
1584072000000,LTCUSD,37.38
1583985600000,LTCUSD,32.13
1583899200000,LTCUSD,46.11
1583812800000,LTCUSD,50.28
1583726400000,LTCUSD,50.27
1583640000000,LTCUSD,50.93
1583553600000,LTCUSD,58.84
1583467200000,LTCUSD,63.1
1583380800000,LTCUSD,61.66
1583294400000,LTCUSD,60.8
1583208000000,LTCUSD,61.16
1583121600000,LTCUSD,61.45
1583035200000,LTCUSD,57.8
1582948800000,LTCUSD,59.65
1582862400000,LTCUSD,60.26
1582776000000,LTCUSD,62.21
1582689600000,LTCUSD,60.25
1582603200000,LTCUSD,68.52
1582516800000,LTCUSD,74.49
1582430400000,LTCUSD,76.61
1582344000000,LTCUSD,75.99
1582257600000,LTCUSD,74.57
1582171200000,LTCUSD,72.31
1582084800000,LTCUSD,70.95
1581998400000,LTCUSD,77.74
1581912000000,LTCUSD,74.45
1581825600000,LTCUSD,71.07
1581739200000,LTCUSD,79.83
1581652800000,LTCUSD,81.55
1581566400000,LTCUSD,80.86
1581480000000,LTCUSD,83.08
1581393600000,LTCUSD,78.23
1581307200000,LTCUSD,72.76
1581220800000,LTCUSD,75.62
1581134400000,LTCUSD,77.64
1581048000000,LTCUSD,71.95
1580961600000,LTCUSD,74.02
1580875200000,LTCUSD,74
1580788800000,LTCUSD,68.08
1580702400000,LTCUSD,68.68
1580616000000,LTCUSD,70.95
1580529600000,LTCUSD,68.65
1580443200000,LTCUSD,72.59
1580356800000,LTCUSD,68.51
1580270400000,LTCUSD,59.22
1580184000000,LTCUSD,61.18
1580097600000,LTCUSD,60.57
1580011200000,LTCUSD,56.31
1579924800000,LTCUSD,53.78
1579838400000,LTCUSD,52.79
1579752000000,LTCUSD,52.63
1579665600000,LTCUSD,56.75
1579579200000,LTCUSD,57.14
1579492800000,LTCUSD,57.76
1579406400000,LTCUSD,56.83
1579320000000,LTCUSD,61.13
1579233600000,LTCUSD,61.28
1579147200000,LTCUSD,58.24
1579060800000,LTCUSD,55.41
1578974400000,LTCUSD,57.99
1578888000000,LTCUSD,53.82
1578801600000,LTCUSD,49.9
1578715200000,LTCUSD,50.66
1578628800000,LTCUSD,48.98
1578542400000,LTCUSD,44.49
1578456000000,LTCUSD,45.07
1578369600000,LTCUSD,47.67
1578283200000,LTCUSD,45.23
1578196800000,LTCUSD,44.36
1578110400000,LTCUSD,43.03
1578024000000,LTCUSD,42.02
1577937600000,LTCUSD,39.2
1577851200000,LTCUSD,41.09
1577764800000,LTCUSD,41.5
1577678400000,LTCUSD,42.01
1577592000000,LTCUSD,42.84
1577505600000,LTCUSD,42.65
1577419200000,LTCUSD,41.45
1577332800000,LTCUSD,40.25
1577246400000,LTCUSD,39.58
1577160000000,LTCUSD,39.95
1577073600000,LTCUSD,40.54
1576987200000,LTCUSD,42.25
1576900800000,LTCUSD,39.77
1576814400000,LTCUSD,40.01
1576728000000,LTCUSD,40.38
1576641600000,LTCUSD,40.38
1576555200000,LTCUSD,37.6
1576468800000,LTCUSD,43.09
1576382400000,LTCUSD,43.09
1576296000000,LTCUSD,43.28
1576209600000,LTCUSD,44.4
1576123200000,LTCUSD,43.33
1576036800000,LTCUSD,43.33
1575950400000,LTCUSD,43.86
1575864000000,LTCUSD,44.42
1575777600000,LTCUSD,45.48
1575691200000,LTCUSD,44.94
1575604800000,LTCUSD,45.43
1575518400000,LTCUSD,44.05
1575432000000,LTCUSD,44.05
1575345600000,LTCUSD,44.05
1575259200000,LTCUSD,45.79
1575172800000,LTCUSD,47.12
1575086400000,LTCUSD,45.93
1575000000000,LTCUSD,48.25
1574913600000,LTCUSD,47.67
1574827200000,LTCUSD,47.75
1574740800000,LTCUSD,45.91
1574654400000,LTCUSD,46.89
1574568000000,LTCUSD,43.52
1574481600000,LTCUSD,47.2
1574395200000,LTCUSD,47.56
1574308800000,LTCUSD,54.71
1574222400000,LTCUSD,54.71
1574136000000,LTCUSD,55.82
1574049600000,LTCUSD,55.82
1573963200000,LTCUSD,58.6
1573876800000,LTCUSD,58.22
1573790400000,LTCUSD,57.43
1573704000000,LTCUSD,58.59
1573617600000,LTCUSD,60.75
1573531200000,LTCUSD,61.84
1573444800000,LTCUSD,61.84
1573358400000,LTCUSD,63.26
1573272000000,LTCUSD,61.87
1573185600000,LTCUSD,61.22
1573099200000,LTCUSD,62.22
1573012800000,LTCUSD,62.96
1572926400000,LTCUSD,62.62
1572840000000,LTCUSD,62.19
1572753600000,LTCUSD,58.19
1572667200000,LTCUSD,58.44
1572580800000,LTCUSD,58.37
1572494400000,LTCUSD,57.76
1572408000000,LTCUSD,58.26
1572321600000,LTCUSD,59.64
1572235200000,LTCUSD,59.33
1572148800000,LTCUSD,60.02
1572062400000,LTCUSD,56.04
1571976000000,LTCUSD,58.76
1571889600000,LTCUSD,48.73
1571803200000,LTCUSD,48.73
1571716800000,LTCUSD,52.47
1571630400000,LTCUSD,55.07
1571544000000,LTCUSD,54.44
1571457600000,LTCUSD,53.29
1571371200000,LTCUSD,53.5
1571284800000,LTCUSD,54.5
1571198400000,LTCUSD,52.39
1571112000000,LTCUSD,54.9
1571025600000,LTCUSD,56.63
1570939200000,LTCUSD,56.68
1570852800000,LTCUSD,56.4
1570766400000,LTCUSD,56.24
1570680000000,LTCUSD,57.71
1570593600000,LTCUSD,59.05
1570507200000,LTCUSD,57.01
1570420800000,LTCUSD,57.97
1570334400000,LTCUSD,54.86
1570248000000,LTCUSD,56.13
1570161600000,LTCUSD,56.59
1570075200000,LTCUSD,56.03
1569988800000,LTCUSD,56.03
1569902400000,LTCUSD,56.17
1569816000000,LTCUSD,56.89
1569729600000,LTCUSD,53.57
1569643200000,LTCUSD,54.68
1569556800000,LTCUSD,55.57
1569470400000,LTCUSD,54.81
1569384000000,LTCUSD,56.16
1569297600000,LTCUSD,57.23
1569211200000,LTCUSD,66.59
1569124800000,LTCUSD,71.9
1569038400000,LTCUSD,71.53
